0,7325,21.7921637462
1,8129,24.1840954393
2,3058,9.0976705441
3,1691,5.030791658
4,1124,3.3439443073
5,838,2.4930830334
6,598,1.7790735727
7,489,1.454794276
8,454,1.3506678963
9,353,1.050188915
,,
10,321,0.9549876536
11,241,0.7169845
12,213,0.6336833963
13,206,0.6128581204
14,225,0.6693838693
15,153,0.4551810311
16,146,0.4343557552
17,157,0.4670811888
18,116,0.3451045726
19,139,0.4135304793
20,106,0.3153541784
21,113,0.3361794544
22,89,0.2647785083
23,102,0.3034540208
24,109,0.3242792967
25,98,0.2915538631
26,78,0.2320530747
27,78,0.2320530747
28,61,0.1814774046
29,68,0.2023026805
30,67,0.1993276411
31,72,
32,64,
33,75,
34,59,
35,62,
36,61,
37,49,
38,47,
39,49,
40,47,
41,50,
42,42,
43,48,
44,53,
45,41,
46,38,
47,31,
48,46,
49,38,
50,43,
51,32,
52,34,
53,28,
54,33,
55,33,
56,24,
57,29,
58,29,
59,23,
60,24,
61,37,
62,28,
63,24,
64,21,
65,26,
66,25,
67,28,
68,22,
69,27,
70,13,
71,23,
72,21,
73,18,
74,20,
75,27,
76,20,
77,26,
78,25,
79,27,
80,27,
81,13,
82,21,
83,21,
84,16,
85,19,
86,12,
87,15,
88,19,
89,12,
90,21,
91,15,
92,12,
93,13,
94,23,
95,19,
96,16,
97,16,
98,18,
99,21,
100,17,
101,26,
102,11,
103,19,
104,10,
105,18,
106,17,
107,15,
108,18,
109,11,
110,10,
111,5,
112,13,
113,7,
114,21,
115,17,
116,8,
117,10,
118,7,
119,12,
120,14,
121,11,
122,11,
123,12,
124,18,
125,19,
126,15,
127,12,
128,6,
129,12,
130,9,
131,9,
132,14,
133,14,
134,8,
135,9,
136,7,
137,10,
138,14,
139,13,
140,11,
141,7,
142,12,
143,7,
144,15,
145,9,
146,10,
147,8,
148,13,
149,7,
150,11,
151,16,
152,12,
153,10,
154,9,
155,11,
156,7,
157,10,
158,11,
159,6,
160,11,
161,5,
162,6,
163,11,
164,9,
165,5,
166,6,
167,8,
168,8,
169,11,
170,4,
171,5,
172,9,
173,6,
174,10,
175,7,
176,7,
177,7,
178,8,
179,10,
180,8,
181,9,
182,9,
183,10,
184,5,
185,3,
186,4,
187,11,
188,5,
189,4,
190,8,
191,9,
192,9,
193,7,
194,8,
195,10,
196,5,
197,4,
198,8,
199,6,
200,7,
201,6,
202,8,
203,10,
204,4,
205,7,
206,5,
207,5,
208,7,
209,4,
210,4,
211,7,
212,8,
213,4,
214,5,
215,4,
216,4,
217,6,
218,9,
219,8,
220,7,
221,8,
222,9,
223,9,
224,6,
225,0,
226,5,
227,5,
228,9,
229,6,
230,6,
231,3,
232,4,
233,2,
234,5,
235,4,
236,5,
237,5,
238,6,
239,7,
240,6,
241,2,
242,4,
243,2,
244,8,
245,3,
246,8,
247,4,
248,6,
249,9,
250,10,
251,2,
252,6,
253,5,
254,6,
255,2,
256,3,
257,1,
258,3,
259,5,
260,4,
261,4,
262,3,
263,0,
264,1,
265,3,
266,7,
267,3,
268,2,
269,5,
270,6,
271,6,
272,5,
273,3,
274,5,
275,5,
276,5,
277,4,
278,3,
279,4,
280,4,
281,7,
282,3,
283,6,
284,9,
285,4,
286,4,
287,4,
288,4,
289,4,
290,2,
291,5,
292,3,
293,3,
294,4,
295,4,
296,5,
297,3,
298,2,
299,3,
300,2,
301,4,
302,1,
303,3,
304,3,
305,3,
306,3,
307,3,
308,1,
309,3,
310,3,
311,3,
312,4,
313,2,
314,2,
315,5,
316,7,
317,3,
318,3,
319,2,
320,1,
321,2,
322,2,
323,2,
324,7,
325,1,
326,4,
327,3,
328,5,
329,2,
330,3,
331,0,
332,0,
333,4,
334,6,
335,4,
336,1,
337,3,
338,2,
339,4,
340,2,
341,3,
342,4,
343,1,
344,1,
345,4,
346,0,
347,3,
348,1,
349,5,
350,4,
351,1,
352,4,
353,7,
354,3,
355,4,
356,4,
357,4,
358,1,
359,7,
360,0,
361,2,
362,2,
363,1,
364,5,
365,5,
366,1,
367,1,
368,2,
369,2,
370,3,
371,0,
372,3,
373,2,
374,2,
375,1,
376,1,
377,4,
378,3,
379,4,
380,3,
381,5,
382,1,
383,1,
384,2,
385,1,
386,6,
387,3,
388,5,
389,2,
390,0,
391,4,
392,2,
393,2,
394,1,
395,1,
396,3,
397,2,
398,2,
399,1,
400,1,
401,3,
402,4,
403,1,
404,6,
405,3,
406,5,
407,3,
408,6,
409,0,
410,2,
411,3,
412,3,
413,14,
414,4,
415,1,
416,2,
417,3,
418,0,
419,0,
420,1,
421,3,
422,1,
423,2,
424,8,
425,3,
426,1,
427,3,
428,1,
429,2,
430,0,
431,1,
432,3,
433,2,
434,0,
435,5,
436,3,
437,1,
438,2,
439,2,
440,3,
441,2,
442,1,
443,2,
444,0,
445,1,
446,0,
447,0,
448,4,
449,1,
450,2,
451,2,
452,2,
453,4,
454,1,
455,3,
456,1,
457,1,
458,5,
459,3,
460,3,
461,4,
462,5,
463,6,
464,2,
465,1,
466,2,
467,1,
468,5,
469,2,
470,1,
471,3,
472,7,
473,3,
474,2,
475,1,
476,3,
477,3,
478,3,
479,3,
480,2,
481,1,
482,2,
483,2,
484,1,
485,2,
486,3,
487,2,
488,3,
489,4,
490,1,
491,4,
492,5,
493,3,
494,4,
495,2,
496,6,
497,3,
498,5,
499,6,
500,1,
501,1,
502,3,
503,2,
504,0,
505,2,
506,2,
507,4,
508,3,
509,1,
510,3,
511,4,
512,2,
513,1,
514,2,
515,2,
516,0,
517,3,
518,4,
519,3,
520,3,
521,1,
522,1,
523,0,
524,7,
525,3,
526,0,
527,2,
528,7,
529,3,
530,1,
531,2,
532,2,
533,6,
534,5,
535,2,
536,3,
537,4,
538,1,
539,1,
540,3,
541,3,
542,0,
543,1,
544,1,
545,7,
546,3,
547,1,
548,3,
549,2,
550,0,
551,4,
552,4,
553,4,
554,6,
555,2,
556,3,
557,4,
558,2,
559,2,
560,0,
561,4,
562,5,
563,3,
564,3,
565,4,
566,3,
567,1,
568,2,
569,4,
570,4,
571,3,
572,3,
573,4,
574,2,
575,4,
576,3,
577,3,
578,2,
579,2,
580,4,
581,2,
582,3,
583,0,
584,3,
585,1,
586,3,
587,1,
588,2,
589,2,
590,1,
591,1,
592,2,
593,2,
594,1,
595,1,
596,3,
597,3,
598,4,
599,15,
600,1,
601,3,
602,3,
603,5,
604,7,
605,2,
606,3,
607,4,
608,5,
609,3,
610,4,
611,4,
612,5,
613,2,
614,6,
615,5,
616,7,
617,1,
618,5,
619,3,
620,5,
621,4,
622,1,
623,2,
624,3,
625,3,
626,6,
627,1,
628,3,
629,1,
630,2,
631,3,
632,5,
633,0,
634,3,
635,2,
636,2,
637,0,
638,3,
639,8,
640,3,
641,2,
642,6,
643,5,
644,3,
645,3,
646,11,
647,10,
648,5,
649,5,
650,3,
651,5,
652,1,
653,5,
654,3,
655,8,
656,5,
657,1,
658,4,
659,5,
660,4,
661,4,
662,2,
663,3,
664,1,
665,2,
666,2,
667,1,
668,4,
669,8,
670,4,
671,3,
672,4,
673,1,
674,7,
675,0,
676,1,
677,5,
678,6,
679,3,
680,5,
681,6,
682,2,
683,2,
684,2,
685,4,
686,1,
687,5,
688,6,
689,2,
690,6,
691,0,
692,4,
693,4,
694,3,
695,6,
696,4,
697,2,
698,3,
699,2,
700,2,
701,3,
702,5,
703,4,
704,5,
705,3,
706,4,
707,2,
708,2,
709,5,
710,7,
711,2,
712,2,
713,11,
714,6,
715,5,
716,3,
717,1,
718,4,
719,5,
720,3,
721,2,
722,3,
723,2,
724,3,
725,6,
726,3,
727,2,
728,6,
729,3,
730,0,
731,1,
732,2,
733,3,
734,4,
735,3,
736,3,
737,2,
738,0,
739,7,
740,3,
741,6,
742,3,
743,3,
744,2,
745,3,
746,6,
747,4,
748,2,
749,3,
750,1,
751,1,
752,2,
753,4,
754,5,
755,5,
756,2,
757,3,
758,1,
759,7,
760,2,
761,2,
762,6,
763,4,
764,2,
765,7,
766,3,
767,4,
768,8,
769,5,
770,3,
771,2,
772,2,
773,2,
774,5,
775,2,
776,3,
777,3,
778,8,
779,4,
780,4,
781,3,
782,6,
783,4,
784,6,
785,1,
786,3,
787,2,
788,4,
789,4,
790,3,
791,3,
792,3,
793,6,
794,5,
795,5,
796,2,
797,6,
798,4,
799,4,
800,7,
801,4,
802,8,
803,0,
804,6,
805,3,
806,2,
807,4,
808,4,
809,4,
810,5,
811,8,
812,3,
813,4,
814,4,
815,2,
816,5,
817,2,
818,5,
819,5,
820,3,
821,5,
822,2,
823,3,
824,4,
825,1,
826,1,
827,6,
828,5,
829,6,
830,0,
831,5,
832,2,
833,3,
834,0,
835,7,
836,2,
837,2,
838,4,
839,2,
840,5,
841,5,
842,3,
843,10,
844,4,
845,4,
846,3,
847,3,
848,0,
849,0,
850,5,
851,6,
852,2,
853,3,
854,10,
855,2,
856,6,
857,3,
858,6,
859,2,
860,3,
861,0,
862,6,
863,6,
864,4,
865,2,
866,2,
867,0,
868,8,
869,2,
870,4,
871,0,
872,3,
873,2,
874,9,
875,3,
876,1,
877,5,
878,2,
879,2,
880,4,
881,3,
882,2,
883,4,
884,2,
885,3,
886,4,
887,4,
888,3,
889,2,
890,2,
891,7,
892,5,
893,7,
894,7,
895,4,
896,4,
897,2,
898,2,
899,7,
900,6,
901,5,
902,7,
903,3,
904,0,
905,3,
906,3,
907,3,
908,3,
909,2,
910,2,
911,2,
912,2,
913,4,
914,3,
915,3,
916,2,
917,1,
918,4,
919,3,
920,0,
921,4,
922,4,
923,1,
924,3,
925,6,
926,2,
927,3,
928,5,
929,3,
930,2,
931,2,
932,2,
933,1,
934,1,
935,2,
936,1,
937,4,
938,4,
939,3,
940,2,
941,4,
942,0,
943,1,
944,4,
945,6,
946,3,
947,2,
948,4,
949,4,
950,1,
951,3,
952,1,
953,4,
954,1,
955,5,
956,2,
957,2,
958,4,
959,0,
960,7,
961,3,
962,4,
963,2,
964,2,
965,3,
966,2,
967,4,
968,2,
969,13,
970,6,
971,3,
972,0,
973,2,
974,6,
975,4,
976,8,
977,3,
978,4,
979,6,
980,3,
981,3,
982,1,
983,2,
984,4,
985,2,
986,2,
987,3,
988,5,
989,5,
990,6,
991,5,
992,2,
993,3,
994,2,
995,0,
996,2,
997,4,
998,2,
999,1,
1000,3,
1001,3,
1002,4,
1003,5,
1004,1,
1005,4,
1006,3,
1007,4,
1008,6,
1009,11,
1010,7,
1011,2,
1012,3,
1013,1,
1014,4,
1015,5,
1016,2,
1017,0,
1018,4,
1019,0,
1020,0,
1021,6,
1022,6,
1023,3,
1024,5,
1025,0,
1026,1,
1027,3,
1028,3,
1029,2,
1030,0,
1031,3,
1032,0,
1033,0,
1034,0,
1035,3,
1036,2,
1037,2,
1038,2,
1039,2,
1040,2,
1041,3,
1042,2,
1043,0,
1044,1,
1045,1,
1046,4,
1047,2,
1048,2,
1049,2,
1050,2,
1051,2,
1052,4,
1053,3,
1054,1,
1055,1,
1056,1,
1057,1,
1058,2,
1059,4,
1060,3,
1061,4,
1062,1,
1063,9,
1064,2,
1065,1,
1066,4,
1067,2,
1068,1,
1069,5,
1070,2,
1071,2,
1072,1,
1073,1,
1074,0,
1075,6,
1076,5,
1077,2,
1078,3,
1079,0,
1080,2,
1081,3,
1082,3,
1083,1,
1084,3,
1085,1,
1086,4,
1087,1,
1088,3,
1089,6,
1090,2,
1091,0,
1092,2,
1093,3,
1094,6,
1095,5,
1096,3,
1097,1,
1098,3,
1099,1,
1100,3,
1101,2,
1102,3,
1103,1,
1104,2,
1105,2,
1106,3,
1107,3,
1108,0,
1109,2,
1110,2,
1111,1,
1112,1,
1113,3,
1114,1,
1115,2,
1116,2,
1117,3,
1118,0,
1119,2,
1120,1,
1121,0,
1122,1,
1123,0,
1124,1,
1125,1,
1126,2,
1127,2,
1128,0,
1129,3,
1130,2,
1131,2,
1132,0,
1133,2,
1134,2,
1135,3,
1136,2,
1137,1,
1138,1,
1139,1,
1140,3,
1141,2,
1142,1,
1143,1,
1144,0,
1145,1,
1146,4,
1147,0,
1148,1,
1149,4,
1150,2,
1151,2,
1152,0,
1153,2,
1154,2,
1155,0,
1156,1,
1157,3,
1158,1,
1159,5,
1160,3,
1161,3,
1162,3,
1163,3,
1164,1,
1165,0,
1166,1,
1167,1,
1168,3,
1169,2,
1170,4,
1171,0,
1172,2,
1173,1,
1174,0,
1175,3,
1176,2,
1177,2,
1178,2,
1179,1,
1180,1,
1181,1,
1182,1,
1183,0,
1184,2,
1185,0,
1186,3,
1187,1,
1188,1,
1189,2,
1190,0,
1191,1,
1192,4,
1193,1,
1194,1,
1195,5,
1196,0,
1197,1,
1198,2,
1199,1,
1200,0,
1201,1,
1202,4,
1203,0,
1204,3,
1205,2,
1206,1,
1207,6,
1208,0,
1209,0,
1210,1,
1211,4,
1212,2,
1213,0,
1214,3,
1215,3,
1216,0,
1217,0,
1218,2,
1219,3,
1220,1,
1221,2,
1222,1,
1223,3,
1224,2,
1225,2,
1226,4,
1227,3,
1228,5,
1229,1,
1230,2,
1231,1,
1232,0,
1233,1,
1234,1,
1235,2,
1236,9,
1237,0,
1238,2,
1239,4,
1240,1,
1241,2,
1242,2,
1243,3,
1244,4,
1245,3,
1246,0,
1247,4,
1248,1,
1249,2,
1250,3,
1251,1,
1252,3,
1253,2,
1254,4,
1255,1,
1256,5,
1257,1,
1258,1,
1259,4,
1260,1,
1261,2,
1262,2,
1263,0,
1264,0,
1265,1,
1266,0,
1267,5,
1268,0,
1269,2,
1270,3,
1271,3,
1272,2,
1273,2,
1274,2,
1275,5,
1276,0,
1277,3,
1278,2,
1279,1,
1280,3,
1281,2,
1282,3,
1283,0,
1284,1,
1285,2,
1286,3,
1287,1,
1288,3,
1289,3,
1290,3,
1291,3,
1292,0,
1293,3,
1294,0,
1295,1,
1296,1,
1297,1,
1298,3,
1299,1,
1300,1,
1301,0,
1302,2,
1303,3,
1304,2,
1305,0,
1306,1,
1307,0,
1308,2,
1309,1,
1310,1,
1311,2,
1312,1,
1313,0,
1314,3,
1315,1,
1316,4,
1317,3,
1318,1,
1319,1,
1320,2,
1321,1,
1322,1,
1323,2,
1324,3,
1325,0,
1326,5,
1327,2,
1328,2,
1329,2,
1330,1,
1331,0,
1332,0,
1333,6,
1334,1,
1335,5,
1336,2,
1337,1,
1338,2,
1339,2,
1340,0,
1341,0,
1342,2,
1343,1,
1344,2,
1345,2,
1346,0,
1347,1,
1348,2,
1349,2,
1350,1,
1351,2,
1352,1,
1353,1,
1354,2,
1355,3,
1356,2,
1357,0,
1358,0,
1359,0,
1360,1,
1361,0,
1362,1,
1363,0,
1364,3,
1365,3,
1366,1,
1367,1,
1368,6,
1369,0,
1370,1,
1371,3,
1372,4,
1373,0,
1374,0,
1375,4,
1376,3,
1377,1,
1378,5,
1379,3,
1380,2,
1381,2,
1382,2,
1383,0,
1384,6,
1385,1,
1386,1,
1387,3,
1388,1,
1389,0,
1390,1,
1391,1,
1392,1,
1393,1,
1394,2,
1395,0,
1396,1,
1397,1,
1398,3,
1399,4,
1400,3,
1401,1,
1402,2,
1403,0,
1404,0,
1405,2,
1406,2,
1407,1,
1408,0,
1409,1,
1410,1,
1411,4,
1412,4,
1413,2,
1414,1,
1415,0,
1416,1,
1417,2,
1418,3,
1419,1,
1420,1,
1421,0,
1422,1,
1423,1,
1424,1,
1425,1,
1426,3,
1427,2,
1428,0,
1429,3,
1430,1,
1431,1,
1432,3,
1433,4,
1434,1,
1435,2,
1436,3,
1437,2,
1438,1,
1439,2,
,33613,
